sample_id,split,segment_id,start_time,end_time,input_rel_paths_json,target_rel_paths_json,input_times_json,target_times_json,center_code,product_code,lat_min,lat_max,lon_min,lon_max
S004301,train,13,2026-02-11 03:54:00,2026-02-11 04:36:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211035400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211040000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211040600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211041200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211041800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211042400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043600_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 03:54:00"", ""2026-02-11 04:00:00"", ""2026-02-11 04:06:00"", ""2026-02-11 04:12:00"", ""2026-02-11 04:18:00""]","[""2026-02-11 04:24:00"", ""2026-02-11 04:30:00"", ""2026-02-11 04:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004302,train,13,2026-02-11 04:00:00,2026-02-11 04:42:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211040000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211040600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211041200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211041800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211042400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044200_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 04:00:00"", ""2026-02-11 04:06:00"", ""2026-02-11 04:12:00"", ""2026-02-11 04:18:00"", ""2026-02-11 04:24:00""]","[""2026-02-11 04:30:00"", ""2026-02-11 04:36:00"", ""2026-02-11 04:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004303,train,13,2026-02-11 04:06:00,2026-02-11 04:48:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211040600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211041200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211041800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211042400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044800_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 04:06:00"", ""2026-02-11 04:12:00"", ""2026-02-11 04:18:00"", ""2026-02-11 04:24:00"", ""2026-02-11 04:30:00""]","[""2026-02-11 04:36:00"", ""2026-02-11 04:42:00"", ""2026-02-11 04:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004304,train,13,2026-02-11 04:12:00,2026-02-11 04:54:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211041200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211041800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211042400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211045400_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 04:12:00"", ""2026-02-11 04:18:00"", ""2026-02-11 04:24:00"", ""2026-02-11 04:30:00"", ""2026-02-11 04:36:00""]","[""2026-02-11 04:42:00"", ""2026-02-11 04:48:00"", ""2026-02-11 04:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004305,train,13,2026-02-11 04:18:00,2026-02-11 05:00:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211041800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211042400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211045400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050000_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 04:18:00"", ""2026-02-11 04:24:00"", ""2026-02-11 04:30:00"", ""2026-02-11 04:36:00"", ""2026-02-11 04:42:00""]","[""2026-02-11 04:48:00"", ""2026-02-11 04:54:00"", ""2026-02-11 05:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004306,train,13,2026-02-11 04:24:00,2026-02-11 05:06:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211042400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211045400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050600_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 04:24:00"", ""2026-02-11 04:30:00"", ""2026-02-11 04:36:00"", ""2026-02-11 04:42:00"", ""2026-02-11 04:48:00""]","[""2026-02-11 04:54:00"", ""2026-02-11 05:00:00"", ""2026-02-11 05:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004307,train,13,2026-02-11 04:30:00,2026-02-11 05:12:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211045400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051200_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 04:30:00"", ""2026-02-11 04:36:00"", ""2026-02-11 04:42:00"", ""2026-02-11 04:48:00"", ""2026-02-11 04:54:00""]","[""2026-02-11 05:00:00"", ""2026-02-11 05:06:00"", ""2026-02-11 05:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004308,train,13,2026-02-11 04:36:00,2026-02-11 05:18:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211043600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211045400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051800_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 04:36:00"", ""2026-02-11 04:42:00"", ""2026-02-11 04:48:00"", ""2026-02-11 04:54:00"", ""2026-02-11 05:00:00""]","[""2026-02-11 05:06:00"", ""2026-02-11 05:12:00"", ""2026-02-11 05:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004309,train,13,2026-02-11 04:42:00,2026-02-11 05:24:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211045400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211052400_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 04:42:00"", ""2026-02-11 04:48:00"", ""2026-02-11 04:54:00"", ""2026-02-11 05:00:00"", ""2026-02-11 05:06:00""]","[""2026-02-11 05:12:00"", ""2026-02-11 05:18:00"", ""2026-02-11 05:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004310,train,13,2026-02-11 04:48:00,2026-02-11 05:30:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211044800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211045400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211052400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053000_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 04:48:00"", ""2026-02-11 04:54:00"", ""2026-02-11 05:00:00"", ""2026-02-11 05:06:00"", ""2026-02-11 05:12:00""]","[""2026-02-11 05:18:00"", ""2026-02-11 05:24:00"", ""2026-02-11 05:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004311,train,13,2026-02-11 04:54:00,2026-02-11 05:36:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211045400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211052400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053600_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 04:54:00"", ""2026-02-11 05:00:00"", ""2026-02-11 05:06:00"", ""2026-02-11 05:12:00"", ""2026-02-11 05:18:00""]","[""2026-02-11 05:24:00"", ""2026-02-11 05:30:00"", ""2026-02-11 05:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004312,train,13,2026-02-11 05:00:00,2026-02-11 05:42:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211052400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054200_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 05:00:00"", ""2026-02-11 05:06:00"", ""2026-02-11 05:12:00"", ""2026-02-11 05:18:00"", ""2026-02-11 05:24:00""]","[""2026-02-11 05:30:00"", ""2026-02-11 05:36:00"", ""2026-02-11 05:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004313,train,13,2026-02-11 05:06:00,2026-02-11 05:48:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211050600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211052400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054800_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 05:06:00"", ""2026-02-11 05:12:00"", ""2026-02-11 05:18:00"", ""2026-02-11 05:24:00"", ""2026-02-11 05:30:00""]","[""2026-02-11 05:36:00"", ""2026-02-11 05:42:00"", ""2026-02-11 05:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004314,train,13,2026-02-11 05:12:00,2026-02-11 05:54:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211052400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211055400_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 05:12:00"", ""2026-02-11 05:18:00"", ""2026-02-11 05:24:00"", ""2026-02-11 05:30:00"", ""2026-02-11 05:36:00""]","[""2026-02-11 05:42:00"", ""2026-02-11 05:48:00"", ""2026-02-11 05:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004315,train,13,2026-02-11 05:18:00,2026-02-11 06:00:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211051800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211052400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211055400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060000_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 05:18:00"", ""2026-02-11 05:24:00"", ""2026-02-11 05:30:00"", ""2026-02-11 05:36:00"", ""2026-02-11 05:42:00""]","[""2026-02-11 05:48:00"", ""2026-02-11 05:54:00"", ""2026-02-11 06:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004316,train,13,2026-02-11 05:24:00,2026-02-11 06:06:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211052400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211055400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060600_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 05:24:00"", ""2026-02-11 05:30:00"", ""2026-02-11 05:36:00"", ""2026-02-11 05:42:00"", ""2026-02-11 05:48:00""]","[""2026-02-11 05:54:00"", ""2026-02-11 06:00:00"", ""2026-02-11 06:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004317,train,13,2026-02-11 05:30:00,2026-02-11 06:12:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211055400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211061200_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 05:30:00"", ""2026-02-11 05:36:00"", ""2026-02-11 05:42:00"", ""2026-02-11 05:48:00"", ""2026-02-11 05:54:00""]","[""2026-02-11 06:00:00"", ""2026-02-11 06:06:00"", ""2026-02-11 06:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004318,train,13,2026-02-11 05:36:00,2026-02-11 06:18:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211053600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211055400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060000_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211061200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211061800_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 05:36:00"", ""2026-02-11 05:42:00"", ""2026-02-11 05:48:00"", ""2026-02-11 05:54:00"", ""2026-02-11 06:00:00""]","[""2026-02-11 06:06:00"", ""2026-02-11 06:12:00"", ""2026-02-11 06:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004319,train,13,2026-02-11 05:42:00,2026-02-11 06:24:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211055400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060600_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211061200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211061800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211062400_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 05:42:00"", ""2026-02-11 05:48:00"", ""2026-02-11 05:54:00"", ""2026-02-11 06:00:00"", ""2026-02-11 06:06:00""]","[""2026-02-11 06:12:00"", ""2026-02-11 06:18:00"", ""2026-02-11 06:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004320,train,13,2026-02-11 05:48:00,2026-02-11 06:30:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211054800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211055400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211061200_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211061800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211062400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211063000_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 05:48:00"", ""2026-02-11 05:54:00"", ""2026-02-11 06:00:00"", ""2026-02-11 06:06:00"", ""2026-02-11 06:12:00""]","[""2026-02-11 06:18:00"", ""2026-02-11 06:24:00"", ""2026-02-11 06:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004321,train,13,2026-02-11 05:54:00,2026-02-11 06:36:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211055400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211061200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211061800_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211062400_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211063000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211063600_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 05:54:00"", ""2026-02-11 06:00:00"", ""2026-02-11 06:06:00"", ""2026-02-11 06:12:00"", ""2026-02-11 06:18:00""]","[""2026-02-11 06:24:00"", ""2026-02-11 06:30:00"", ""2026-02-11 06:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S004322,train,13,2026-02-11 06:00:00,2026-02-11 06:42:00,"[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211060600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211061200_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211061800_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211062400_12.2_54.2_73.0_135.0.png""]","[""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211063000_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211063600_12.2_54.2_73.0_135.0.png"", ""Z_RADA_C_BABJ_P_ACHN_CREF000_20260211064200_12.2_54.2_73.0_135.0.png""]","[""2026-02-11 06:00:00"", ""2026-02-11 06:06:00"", ""2026-02-11 06:12:00"", ""2026-02-11 06:18:00"", ""2026-02-11 06:24:00""]","[""2026-02-11 06:30:00"", ""2026-02-11 06:36:00"", ""2026-02-11 06:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
