sample_id,split,segment_id,start_time,end_time,input_std_paths_json,target_std_paths_json,input_times_json,target_times_json,center_code,product_code,lat_min,lat_max,lon_min,lon_max
S002285,train,7,2026-02-02 11:42:00,2026-02-02 12:24:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202114200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202114800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202115400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202120000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202120600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202122400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 11:42:00"", ""2026-02-02 11:48:00"", ""2026-02-02 11:54:00"", ""2026-02-02 12:00:00"", ""2026-02-02 12:06:00""]","[""2026-02-02 12:12:00"", ""2026-02-02 12:18:00"", ""2026-02-02 12:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002286,train,7,2026-02-02 11:48:00,2026-02-02 12:30:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202114800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202115400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202120000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202120600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202122400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 11:48:00"", ""2026-02-02 11:54:00"", ""2026-02-02 12:00:00"", ""2026-02-02 12:06:00"", ""2026-02-02 12:12:00""]","[""2026-02-02 12:18:00"", ""2026-02-02 12:24:00"", ""2026-02-02 12:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002287,train,7,2026-02-02 11:54:00,2026-02-02 12:36:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202115400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202120000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202120600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202122400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 11:54:00"", ""2026-02-02 12:00:00"", ""2026-02-02 12:06:00"", ""2026-02-02 12:12:00"", ""2026-02-02 12:18:00""]","[""2026-02-02 12:24:00"", ""2026-02-02 12:30:00"", ""2026-02-02 12:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002288,train,7,2026-02-02 12:00:00,2026-02-02 12:42:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202120000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202120600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202122400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 12:00:00"", ""2026-02-02 12:06:00"", ""2026-02-02 12:12:00"", ""2026-02-02 12:18:00"", ""2026-02-02 12:24:00""]","[""2026-02-02 12:30:00"", ""2026-02-02 12:36:00"", ""2026-02-02 12:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002289,train,7,2026-02-02 12:06:00,2026-02-02 12:48:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202120600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202122400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 12:06:00"", ""2026-02-02 12:12:00"", ""2026-02-02 12:18:00"", ""2026-02-02 12:24:00"", ""2026-02-02 12:30:00""]","[""2026-02-02 12:36:00"", ""2026-02-02 12:42:00"", ""2026-02-02 12:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002290,train,7,2026-02-02 12:12:00,2026-02-02 12:54:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202122400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202125400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 12:12:00"", ""2026-02-02 12:18:00"", ""2026-02-02 12:24:00"", ""2026-02-02 12:30:00"", ""2026-02-02 12:36:00""]","[""2026-02-02 12:42:00"", ""2026-02-02 12:48:00"", ""2026-02-02 12:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002291,train,7,2026-02-02 12:18:00,2026-02-02 13:00:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202121800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202122400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202125400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 12:18:00"", ""2026-02-02 12:24:00"", ""2026-02-02 12:30:00"", ""2026-02-02 12:36:00"", ""2026-02-02 12:42:00""]","[""2026-02-02 12:48:00"", ""2026-02-02 12:54:00"", ""2026-02-02 13:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002292,train,7,2026-02-02 12:24:00,2026-02-02 13:06:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202122400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202125400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 12:24:00"", ""2026-02-02 12:30:00"", ""2026-02-02 12:36:00"", ""2026-02-02 12:42:00"", ""2026-02-02 12:48:00""]","[""2026-02-02 12:54:00"", ""2026-02-02 13:00:00"", ""2026-02-02 13:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002293,train,7,2026-02-02 12:30:00,2026-02-02 13:12:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202125400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 12:30:00"", ""2026-02-02 12:36:00"", ""2026-02-02 12:42:00"", ""2026-02-02 12:48:00"", ""2026-02-02 12:54:00""]","[""2026-02-02 13:00:00"", ""2026-02-02 13:06:00"", ""2026-02-02 13:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002294,train,7,2026-02-02 12:36:00,2026-02-02 13:18:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202123600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202125400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 12:36:00"", ""2026-02-02 12:42:00"", ""2026-02-02 12:48:00"", ""2026-02-02 12:54:00"", ""2026-02-02 13:00:00""]","[""2026-02-02 13:06:00"", ""2026-02-02 13:12:00"", ""2026-02-02 13:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002295,train,7,2026-02-02 12:42:00,2026-02-02 13:24:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202125400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202132400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 12:42:00"", ""2026-02-02 12:48:00"", ""2026-02-02 12:54:00"", ""2026-02-02 13:00:00"", ""2026-02-02 13:06:00""]","[""2026-02-02 13:12:00"", ""2026-02-02 13:18:00"", ""2026-02-02 13:24:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002296,train,7,2026-02-02 12:48:00,2026-02-02 13:30:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202124800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202125400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202132400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 12:48:00"", ""2026-02-02 12:54:00"", ""2026-02-02 13:00:00"", ""2026-02-02 13:06:00"", ""2026-02-02 13:12:00""]","[""2026-02-02 13:18:00"", ""2026-02-02 13:24:00"", ""2026-02-02 13:30:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002297,train,7,2026-02-02 12:54:00,2026-02-02 13:36:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202125400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202132400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 12:54:00"", ""2026-02-02 13:00:00"", ""2026-02-02 13:06:00"", ""2026-02-02 13:12:00"", ""2026-02-02 13:18:00""]","[""2026-02-02 13:24:00"", ""2026-02-02 13:30:00"", ""2026-02-02 13:36:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002298,train,7,2026-02-02 13:00:00,2026-02-02 13:42:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202132400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 13:00:00"", ""2026-02-02 13:06:00"", ""2026-02-02 13:12:00"", ""2026-02-02 13:18:00"", ""2026-02-02 13:24:00""]","[""2026-02-02 13:30:00"", ""2026-02-02 13:36:00"", ""2026-02-02 13:42:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002299,train,7,2026-02-02 13:06:00,2026-02-02 13:48:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202130600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202132400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 13:06:00"", ""2026-02-02 13:12:00"", ""2026-02-02 13:18:00"", ""2026-02-02 13:24:00"", ""2026-02-02 13:30:00""]","[""2026-02-02 13:36:00"", ""2026-02-02 13:42:00"", ""2026-02-02 13:48:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002300,train,7,2026-02-02 13:12:00,2026-02-02 13:54:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202132400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133600_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202135400_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 13:12:00"", ""2026-02-02 13:18:00"", ""2026-02-02 13:24:00"", ""2026-02-02 13:30:00"", ""2026-02-02 13:36:00""]","[""2026-02-02 13:42:00"", ""2026-02-02 13:48:00"", ""2026-02-02 13:54:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002301,train,7,2026-02-02 13:18:00,2026-02-02 14:00:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202131800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202132400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134200_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202135400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140000_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 13:18:00"", ""2026-02-02 13:24:00"", ""2026-02-02 13:30:00"", ""2026-02-02 13:36:00"", ""2026-02-02 13:42:00""]","[""2026-02-02 13:48:00"", ""2026-02-02 13:54:00"", ""2026-02-02 14:00:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002302,train,7,2026-02-02 13:24:00,2026-02-02 14:06:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202132400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134800_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202135400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140600_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 13:24:00"", ""2026-02-02 13:30:00"", ""2026-02-02 13:36:00"", ""2026-02-02 13:42:00"", ""2026-02-02 13:48:00""]","[""2026-02-02 13:54:00"", ""2026-02-02 14:00:00"", ""2026-02-02 14:06:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002303,train,7,2026-02-02 13:30:00,2026-02-02 14:12:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202135400_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140000_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141200_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 13:30:00"", ""2026-02-02 13:36:00"", ""2026-02-02 13:42:00"", ""2026-02-02 13:48:00"", ""2026-02-02 13:54:00""]","[""2026-02-02 14:00:00"", ""2026-02-02 14:06:00"", ""2026-02-02 14:12:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
S002304,train,7,2026-02-02 13:36:00,2026-02-02 14:18:00,"[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202133600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202134800_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202135400_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140000_12.2_54.2_73.0_135.0.npy""]","[""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202140600_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141200_12.2_54.2_73.0_135.0.npy"", ""frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260202141800_12.2_54.2_73.0_135.0.npy""]","[""2026-02-02 13:36:00"", ""2026-02-02 13:42:00"", ""2026-02-02 13:48:00"", ""2026-02-02 13:54:00"", ""2026-02-02 14:00:00""]","[""2026-02-02 14:06:00"", ""2026-02-02 14:12:00"", ""2026-02-02 14:18:00""]",BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
